sample_id,solarcell,blackmli,kaptonhn,dunmore,thermalbrightn,kaptonws
0,0.5962225817045373,0.0,0.0,0.22684540815662846,0.0,0.17693201013883422
1,0.5932160989593709,0.24488046417575066,0.0,0.0,0.0,0.1619034368648784
2,0.5732511509900979,0.23465769532836073,0.0,0.0,0.1920911536815413,0.0
3,0.5749614979730053,0.0,0.0,0.2806155297736357,0.14442297225335904,0.0
4,0.5763621753367988,0.0,0.29376806840414577,0.0,0.1298697562590555,0.0
5,0.5641548917597833,0.29388837977914456,0.0,0.0,0.14195672846107224,0.0
6,0.5790253378589656,0.0,0.22825339843853523,0.0,0.1927212637024991,0.0
7,0.5768228413634341,0.0,0.0,0.23851979052320782,0.18465736811335814,0.0
8,0.5268431218319146,0.27775232620471324,0.0,0.0,0.0,0.19540455196337217
9,0.5832452228802122,0.0,0.0,0.2917577661648085,0.12499701095497918,0.0
10,0.5830982935419308,0.0,0.0,0.2258434650903629,0.1910582413677062,0.0
11,0.5976184221173855,0.22330069029957186,0.0,0.0,0.17908088758304277,0.0
12,0.5950185041699598,0.0,0.0,0.22980866411434314,0.0,0.17517283171569692
13,0.5545360784226546,0.273059606460454,0.0,0.0,0.17240431511689144,0.0
14,0.5730610164647348,0.23221516528743846,0.0,0.0,0.0,0.19472381824782686
15,0.5492862390604555,0.0,0.0,0.2864172935614344,0.1642964673781101,0.0
16,0.5447384999621326,0.0,0.0,0.25671828256081447,0.19854321747705286,0.0
17,0.5799054427224046,0.22678587603165945,0.0,0.0,0.1933086812459359,0.0
18,0.5618453706765997,0.0,0.28428458266747203,0.0,0.0,0.1538700466559282
19,0.5506681542030785,0.25982498195860354,0.0,0.0,0.0,0.18950686383831802
20,0.5553189643946279,0.2821080878680322,0.0,0.0,0.16257294773734,0.0
21,0.5806034081500149,0.0,0.2480468474321767,0.0,0.17134974441780843,0.0
22,0.5417177224236969,0.0,0.0,0.2698581380716054,0.18842413950469772,0.0
23,0.5870257743138863,0.0,0.2383959952486983,0.0,0.0,0.17457823043741558
24,0.5617406973927984,0.0,0.0,0.26581647877647163,0.0,0.17244282383072984
25,0.5857984318467863,0.0,0.0,0.2686616373476146,0.14553993080559924,0.0
26,0.5460718990935732,0.0,0.27996880323965195,0.0,0.17395929766677468,0.0
27,0.5319637512896861,0.0,0.2924001295877556,0.0,0.17563611912255847,0.0
28,0.5615640512690635,0.0,0.27809728295273917,0.0,0.16033866577819736,0.0
29,0.5597290291130009,0.0,0.26122200102819754,0.0,0.0,0.1790489698588015
30,0.5598797149580267,0.0,0.0,0.24348312578497136,0.19663715925700198,0.0
31,0.5456692716353353,0.0,0.0,0.2752428070361904,0.1790879213284742,0.0
32,0.580493234317701,0.2875769020397771,0.0,0.0,0.0,0.1319298636425218
33,0.5784166146474087,0.0,0.25595006131457065,0.0,0.16563332403802078,0.0
34,0.5787693250779025,0.0,0.25214292868646754,0.0,0.0,0.16908774623562997
35,0.5704976095812143,0.0,0.28814287591716564,0.0,0.0,0.14135951450161996
36,0.5380529469423011,0.0,0.0,0.2818073665730043,0.0,0.1801396864846945
37,0.5147408285854245,0.2876838960728093,0.0,0.0,0.19757527534176625,0.0
38,0.5978003539426512,0.0,0.0,0.20447363351378095,0.19772601254356792,0.0
39,0.5327745576707087,0.0,0.28360198479529947,0.0,0.1836234575339919,0.0
40,0.5601893728981581,0.272376837326724,0.0,0.0,0.0,0.16743378977511797
41,0.5367532280841812,0.2921840954829315,0.0,0.0,0.17106267643288736,0.0
